date,cash,stock_value,end_equity,daily_return_pct,exposure_pct,drawdown_pct,held_symbols
2026-05-14,330014.19,778476.2,1108490.39,-0.4985,70.23,-8.6569,"300750,600036,600519,600941,688981"
2026-05-15,287171.51,818702.2,1105873.71,-0.2361,74.03,-8.8725,"300750,600036,600519,600941,688981"
2026-05-18,279176.72,824652.2,1103828.92,-0.1849,74.71,-9.041,"300750,600036,600519,600941,688981"
2026-05-19,279176.72,827568.2,1106744.92,0.2642,74.77,-8.8007,"300750,600036,600519,600941,688981"
2026-05-20,326439.49,771487.8,1097927.29,-0.7967,70.27,-9.5273,"300750,600036,600519,600941"
2026-05-21,326439.49,764107.8,1090547.29,-0.6722,70.07,-10.1354,"300750,600036,600519,600941"
2026-05-22,320681.02,765007.7,1085688.72,-0.4455,70.46,-10.5358,"300750,600036,600519,600941"
2026-05-25,320681.02,761443.7,1082124.72,-0.3283,70.37,-10.8295,"300750,600036,600519,600941"
2026-05-26,330097.4,752163.8,1082261.2,0.0126,69.5,-10.8182,"300750,600036,600519,600941"
2026-05-27,330097.4,762133.8,1092231.2,0.9212,69.78,-9.9967,"300750,600036,600519,600941"
2026-05-28,455216.57,638001.8,1093218.37,0.0904,58.36,-9.9153,"300750,600036,600941"
2026-05-29,666439.59,437436.8,1103876.39,0.9749,39.63,-9.0371,"600036,600941"
2026-06-01,670230.75,434297.8,1104528.55,0.0591,39.32,-8.9833,"600036,600941"
2026-06-02,674037.9,437241.8,1111279.7,0.6112,39.35,-8.427,"600036,600941"
2026-06-03,674037.9,434959.8,1108997.7,-0.2053,39.22,-8.6151,"600036,600941"
2026-06-04,674037.9,432679.8,1106717.7,-0.2056,39.1,-8.8029,"600036,600941"
2026-06-05,674037.9,434032.0,1108069.9,0.1222,39.17,-8.6915,"600036,600941"
2026-06-08,674037.9,431970.0,1106007.9,-0.1861,39.06,-8.8614,"600036,600941"
2026-06-09,674037.9,430285.0,1104322.9,-0.1523,38.96,-9.0003,"600036,600941"
2026-06-10,674037.9,435724.0,1109761.9,0.4925,39.26,-8.5521,"600036,600941"
2026-06-11,677921.97,428022.0,1105943.97,-0.344,38.7,-8.8667,"600036,600941"
2026-06-12,664456.11,443014.0,1107470.11,0.138,40.0,-8.7409,"600036,600941"
2026-06-15,668368.15,434849.0,1103217.15,-0.384,39.42,-9.0914,"600036,600941"
2026-06-16,668368.15,429869.0,1098237.15,-0.4514,39.14,-9.5018,"600036,600941"
2026-06-17,668368.15,427942.0,1096310.15,-0.1755,39.03,-9.6606,"600036,600941"
2026-06-18,540946.15,544677.0,1085623.15,-0.9748,50.17,-10.5412,"600036,600519,600941"
